234.4,"1,187.9",711.1
-54.3,901.2,423.4
160.4,"1,115.8",638.1
202.6,"1,158.0",680.3
58.5,"1,013.9",536.2
17.1,972.5,494.8
172.9,"1,128.3",650.6
270.4,"1,225.8",748.1
-6.6,948.8,471.1
265.4,"1,220.8",743.1
-121.4,834.0,356.3
228.1,"1,183.5",705.8
316.9,"1,272.3",794.6
235.0,"1,190.4",712.7
243.0,"1,198.4",720.7
