24.4,645.4,334.9
-95.3,525.7,215.2
-57.6,563.4,252.9
29.8,650.8,340.3
-168.5,452.5,142.0
-191.6,429.4,118.9
45.2,666.2,355.7
-58.8,562.2,251.7
-124.6,496.4,185.9
144.3,765.3,454.8
-146.2,474.8,164.3
243.4,864.4,553.9
114.6,735.6,425.1
78.7,699.7,389.2
69.1,690.1,379.6
